epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,1586.08,0.54845,0.32064,0.80683,0.98786,0.98275,0.98915,0.84464,0.48871,0.31023,0.78701,0.000618875,0.000618875,0.000618875
104,1602.07,0.54917,0.32038,0.80611,0.99221,0.97989,0.98924,0.84415,0.45707,0.30002,0.78404,0.000612687,0.000612687,0.000612687
105,1617.21,0.51828,0.30716,0.80733,0.9913,0.984,0.98897,0.84893,0.45469,0.28294,0.78531,0.0006065,0.0006065,0.0006065
106,1632.79,0.52958,0.31148,0.80433,0.98086,0.98928,0.98938,0.86547,0.43141,0.28844,0.7848,0.000600313,0.000600313,0.000600313
107,1647.99,0.52861,0.31714,0.80713,0.98889,0.98633,0.98949,0.8597,0.45494,0.30658,0.7876,0.000594125,0.000594125,0.000594125
108,1663.52,0.53345,0.31349,0.80426,0.98838,0.98376,0.98955,0.85898,0.44481,0.2878,0.78574,0.000587938,0.000587938,0.000587938
109,1679.38,0.5183,0.30833,0.80699,0.99122,0.97721,0.98935,0.85301,0.46197,0.2918,0.78463,0.00058175,0.00058175,0.00058175
110,1695.98,0.53876,0.31424,0.80593,0.99092,0.98391,0.98951,0.85994,0.44714,0.30556,0.7826,0.000575563,0.000575563,0.000575563
111,1711.81,0.52068,0.30713,0.8041,0.9881,0.98434,0.98961,0.86263,0.45165,0.30007,0.78166,0.000569375,0.000569375,0.000569375
112,1727.47,0.52451,0.31217,0.80823,0.99299,0.97453,0.98877,0.85977,0.45621,0.28963,0.78593,0.000563187,0.000563187,0.000563187
113,1743.93,0.52648,0.31065,0.80335,0.99102,0.98466,0.98932,0.85527,0.44008,0.28777,0.78168,0.000557,0.000557,0.000557
114,1759.01,0.50882,0.30019,0.79968,0.99981,0.96485,0.98428,0.86129,0.4453,0.30187,0.78259,0.000550813,0.000550813,0.000550813
115,1774.65,0.52267,0.30755,0.80228,0.99471,0.98104,0.9894,0.86408,0.43733,0.28625,0.78383,0.000544625,0.000544625,0.000544625
